sv,phylum,class,order,family,genus,species
sv-3965:U276-3_S107_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-3973:U162-8_S99_L001_001,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
sv-3975:U504-6_S49_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Muribaculaceae,,
sv-3988:U565-3_S347_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-4008:U300-8_S308_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] torques
sv-4019:U273-9_S138_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-4027:U263-1_S63_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
sv-4032:U263-1_S63_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] eligens
sv-4058:U300-3_S353_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus
sv-4060:U520-1_S320_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia
sv-4062:U129-7_S159_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,,
sv-4074:U202-5_S25_L001_001,Firmicutes,Clostridia,Candidatus Borkfalkiales,Candidatus Borkfalkiaceae,Candidatus Borkfalkia,
sv-4092:U129-8_S231_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus hokkaidonensis
sv-4131:U525-8_S168_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-4141:U533-5_S376_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-4157:U545-3_S11_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-4162:U517-2_S261_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-4164:U501-6_S21_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
sv-4165:U202-2_S371_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-4167:U224-8_S89_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,
sv-4235:U535-3_S157_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,,
sv-4248:U227-5_S51_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
sv-4263:U516-2_S308_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-4265:U153-7_S158_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-4268:U269-9_S222_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-4269:U524-4_S2_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
sv-4272:U300-5_S255_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-4289:U131-3_S311_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,,
sv-4290:U249-9_S133_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter,Dysosmobacter welbionis
sv-4291:U250-3_S128_L001_001,Cyanobacteria/Proteobacteria,Betaproteobacteria,Nostocales/Burkholderiales,Burkholderiaceae/Symphyonemataceae,,
sv-4305:U188-4_S31_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-4309:U202-6_S369_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] gnavus
sv-4314:U221-4_S9_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-4320:U223-7_S300_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ramulus
sv-4330:U161-1_S201_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus faecis
sv-4333:U248-8_S235_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-4374:U263-4_S47_L001_001,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
sv-4382:U273-2_S115_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum butyriciproducens
sv-4386:U161-8_S13_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-4389:U519-7_S373_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii/thetaiotaomicron
sv-4402:U202-7_S366_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Marseillibacter,
sv-4438:U162-1_S38_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-4471:U254-9_S325_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-4501:U296-9_S229_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Mesosutterella,
sv-4523:U273-9_S138_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-4524:U189-4_S36_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-4530:U519-2_S117_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-4557:U518-3_S233_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-4570:U511-1_S267_L001_001,Firmicutes,Clostridia,Clostridiales,,Howardella,
sv-4604:U185-8_S221_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-4631:U185-4_S326_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica
sv-4632:U152-4_S81_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum butyriciproducens
sv-4643:U185-5_S97_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-4683:U261-7_S294_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium chauvoei
sv-4730:U029-4X_S360_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-4731:U273-1_S206_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
sv-4741:U163-6_S74_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-4750:U511-5_S352_L001_001,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae/Hungateiclostridiaceae,Vallitalea,
sv-4766:U164-3_S111_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-4814:U506-3_S217_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,Eubacterium,
sv-4828:U276-1_S219_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
sv-4833:U188-4_S31_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-4834:U248-3_S208_L001_001,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,
sv-4855:U221-3_S237_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,
